MSZoning,LotShape,HouseStyle,OverallQual,RoofStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,HeatingQC,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,SaleCondition,LotArea,Neighborhood,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,GrLivArea,GarageYrBlt,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
3,3,2,8,3,0,2,0,3,0,0,2,1,3,0,8,1,1,1,3,5,12704,16,2008,2009,0,2042,2042,2042,2009.0,1390,0,90,253293
4,3,4,10,1,0,0,3,3,2,0,3,1,3,2,9,1,5,2,2,4,13500,17,1893,2000,0,1237,1237,2775,1988.0,880,105,502,325000
4,3,0,4,1,3,0,3,3,0,0,1,0,3,2,6,0,5,2,1,4,6120,3,1935,1995,0,884,884,1573,1935.0,240,0,0,133000
3,3,2,8,3,2,2,0,1,0,1,2,0,2,2,7,2,1,1,3,5,11443,23,2005,2006,1460,408,1868,2028,2005.0,880,326,66,369900
3,3,2,6,1,3,0,3,2,0,1,1,0,2,1,5,0,5,0,1,4,10267,3,1918,2000,210,0,816,838,1961.0,275,0,0,130000
3,0,6,5,3,3,1,3,0,4,1,1,0,2,3,4,0,5,2,2,4,8740,19,1982,1982,672,168,840,860,1996.0,528,0,0,137000
3,0,2,5,0,3,1,3,1,0,2,1,0,1,0,5,2,1,2,1,5,25095,4,1968,2003,1324,113,1437,1473,1968.0,452,0,48,143000
4,3,2,5,1,3,0,3,3,4,0,1,0,2,3,4,0,5,2,1,4,9100,3,1930,1960,0,742,742,935,1988.0,308,0,0,79500
3,3,5,7,1,2,2,2,3,0,0,2,1,3,2,6,0,1,1,2,4,8320,5,2004,2004,490,280,770,1582,2004.0,520,0,45,185900
3,0,5,10,1,0,2,0,1,0,1,2,1,3,0,10,1,3,1,3,4,13478,16,2008,2008,1338,384,1722,2296,2008.0,842,382,274,451950
3,3,2,5,1,3,2,3,3,0,1,1,0,2,3,4,0,5,0,2,4,6600,11,1982,2003,816,0,816,816,1985.0,816,0,0,138000
4,3,2,6,1,2,2,2,0,0,1,1,0,1,2,4,0,1,0,2,4,4435,5,2003,2003,685,163,848,848,2003.0,420,140,0,140000
3,0,2,5,3,3,1,2,3,4,0,1,0,3,3,5,0,5,2,1,4,7990,5,1975,1975,0,924,924,924,1981.0,280,0,0,110000
3,0,2,8,1,2,2,2,1,0,1,2,0,3,2,7,1,1,0,3,5,11302,22,2005,2006,1422,392,1814,1826,2005.0,758,180,75,319000
4,3,5,6,1,3,1,3,3,0,0,1,0,3,3,7,0,5,2,1,4,3600,17,1910,1993,0,684,684,1368,1930.0,216,0,158,114504
3,3,2,7,1,2,2,0,0,0,0,0,2,2,2,7,1,1,0,3,5,3922,0,2006,2007,0,1258,1258,1402,2006.0,648,120,16,194201
3,3,2,5,1,3,1,2,2,0,1,2,0,3,2,7,1,1,0,2,4,12984,6,1977,1977,1283,0,1430,1647,1977.0,621,0,0,217500
4,3,5,6,1,3,1,2,3,4,1,2,1,3,3,6,1,1,0,2,4,1950,1,1980,1980,81,23,716,1556,1980.0,452,161,0,151000
3,3,5,8,1,2,2,2,0,0,1,2,1,3,0,8,1,3,0,2,4,10927,16,2005,2005,546,512,1058,1904,2003.0,736,179,60,275000
4,3,0,6,1,3,2,3,3,4,0,1,1,3,2,6,1,5,2,1,4,9000,9,1937,1950,0,780,780,1375,1979.0,544,0,162,141000
3,0,5,8,1,2,2,2,2,0,1,2,1,3,2,8,1,1,0,2,0,10041,20,1992,1992,789,119,908,1915,1992.0,506,120,150,220000
1,3,5,7,1,2,2,2,3,0,0,2,1,2,2,4,0,5,1,2,4,3182,21,2004,2005,0,600,600,1200,2004.0,480,0,172,151000
3,0,2,7,1,2,2,2,2,0,1,2,0,3,2,6,1,1,1,2,4,12803,5,2002,2002,922,572,1494,1494,2002.0,530,192,36,221000
3,3,5,7,1,3,1,3,3,4,0,2,1,3,3,7,3,1,2,2,4,13600,12,1965,1990,454,314,768,1986,1965.0,486,0,42,205000
3,1,2,5,1,3,2,2,3,2,1,1,0,3,2,6,0,5,2,2,4,12464,5,1996,1996,732,308,1040,1040,2000.0,576,168,0,152000
3,3,5,5,1,3,1,3,3,0,1,3,0,3,0,8,0,1,2,1,4,7800,7,1948,2002,603,293,896,2008,1948.0,230,103,0,225000
3,3,5,8,1,3,2,2,2,4,0,2,1,4,3,10,2,2,2,2,2,12168,6,1934,1998,428,537,965,3194,1934.0,380,0,0,359100
3,3,2,4,1,3,1,3,2,2,1,1,0,3,3,5,0,1,2,1,4,7943,19,1961,1961,903,126,1029,1029,1961.0,261,64,0,118500
3,3,5,9,3,2,2,0,2,0,1,2,1,3,0,8,2,1,0,3,4,11050,5,2000,2000,904,536,1440,2153,2000.0,736,253,142,313000
3,0,7,6,1,3,1,2,0,4,0,2,0,3,3,6,1,1,2,2,4,10395,14,1978,1978,605,427,1032,1032,1978.0,564,0,0,148000
3,3,5,8,1,2,2,2,0,0,1,2,1,3,0,7,1,3,1,2,4,11885,5,2001,2001,990,309,1299,1872,2001.0,531,160,122,261500
3,3,6,6,1,3,2,3,1,0,1,1,0,3,2,6,0,1,1,2,0,8800,12,1963,1963,763,173,936,1054,1963.0,480,120,0,137500
3,0,5,6,1,2,2,2,3,0,1,2,1,3,2,7,1,1,0,2,4,7861,8,2002,2003,457,326,783,1509,2002.0,393,100,75,183200
3,3,1,6,1,3,1,3,3,2,0,1,0,2,2,4,0,5,2,2,4,7227,12,1954,1954,0,832,832,832,1962.0,528,0,0,105500
3,3,2,9,3,0,2,0,0,0,0,2,0,3,2,9,1,1,2,3,5,11694,16,2007,2007,48,1774,1822,1828,2007.0,774,0,108,314813
3,3,5,8,3,2,2,2,1,0,1,2,1,4,2,10,2,1,0,3,4,12244,23,2003,2003,871,611,1482,2262,2003.0,749,168,0,305000
3,3,5,6,1,3,1,3,3,4,0,2,1,4,3,9,1,1,1,2,4,10800,14,1974,1997,956,384,1522,2614,1974.0,624,38,243,240000
3,3,2,5,1,3,1,3,3,4,0,1,0,3,3,6,0,5,2,2,4,7064,19,1977,1977,560,420,980,980,1986.0,484,192,0,135000
1,3,5,6,1,2,2,2,3,0,0,2,1,2,2,4,1,5,2,2,4,2117,21,2000,2000,420,336,756,1512,2000.0,440,0,32,168500
3,3,5,6,1,3,1,3,3,2,1,1,2,4,3,8,1,1,1,2,4,10400,14,1972,1972,247,485,732,1790,1972.0,484,148,0,165150
3,0,2,6,3,3,1,3,3,4,0,1,1,3,3,5,0,1,2,2,4,10000,12,1962,1962,0,1116,1116,1116,1962.0,440,0,0,160000
3,0,2,5,3,3,1,3,3,4,0,1,0,3,3,6,1,1,1,1,4,12342,12,1960,1978,0,978,978,1422,1960.0,286,0,0,139900
3,3,7,6,1,3,1,3,0,0,1,1,0,3,3,7,2,2,1,1,4,9600,12,1955,1972,674,350,1156,1520,1955.0,364,0,0,153000
3,0,5,5,1,3,2,2,0,4,0,1,2,5,1,9,2,1,2,2,3,11606,12,1969,1969,650,390,1040,2080,1969.0,504,335,0,135000
3,3,7,6,1,3,1,3,1,4,1,1,1,3,3,6,0,1,1,2,4,9020,12,1964,1964,624,288,1248,1350,1964.0,520,176,0,168500
4,3,5,5,1,3,0,1,3,4,0,1,0,3,0,8,0,5,2,1,0,9000,17,1880,1991,0,636,636,1750,1937.0,240,0,0,124000
3,3,2,8,1,2,2,2,2,0,0,2,0,2,2,6,1,1,1,2,4,4590,16,2006,2006,24,1530,1554,1554,2006.0,627,156,73,209500
3,3,2,7,3,3,1,3,3,4,0,2,0,3,3,6,1,1,0,2,3,11900,14,1977,1977,822,564,1386,1411,1977.0,544,192,0,82500
3,3,2,5,1,3,1,3,3,4,0,1,0,3,3,6,0,1,2,1,4,9250,12,1954,2005,480,108,1056,1056,1954.0,260,390,0,139400
3,3,6,6,1,3,1,3,3,2,2,0,0,0,3,4,0,5,2,2,4,6979,17,1980,1980,1056,0,1056,1056,1980.0,576,264,56,144000
4,3,0,5,1,3,1,3,3,4,0,2,0,3,2,7,0,3,2,1,4,6000,17,1954,1954,0,811,811,1387,1954.0,256,0,0,93000
3,3,2,8,3,2,2,2,0,0,1,2,0,1,0,7,1,1,0,3,5,3982,0,2006,2006,1154,366,1520,1567,2006.0,648,312,0,264561
3,0,2,8,3,0,2,0,1,0,0,1,1,1,0,6,1,1,1,2,4,12677,16,2003,2004,1218,300,1518,1518,2003.0,588,185,140,274000
1,3,5,7,1,2,2,2,3,0,1,2,1,3,2,7,1,1,0,2,4,7050,21,2001,2001,738,319,1057,1929,2001.0,650,0,235,226000
3,3,7,8,1,2,1,2,1,2,1,2,1,4,0,9,3,1,0,2,4,13860,12,1972,1995,1410,542,1952,2704,1972.0,538,269,111,345000
3,3,5,5,4,3,1,3,3,0,0,2,1,4,3,7,0,1,0,2,4,10793,14,1969,1969,493,0,780,1620,1969.0,462,208,0,152000
1,3,2,9,1,0,2,0,2,0,1,2,1,2,0,7,1,1,0,3,5,9187,21,2009,2009,1121,645,1766,1766,2009.0,478,195,130,370878
3,0,2,6,3,3,1,3,3,4,1,1,1,3,3,5,0,5,2,2,4,10530,12,1971,1971,282,664,981,981,1979.0,576,0,312,143250
3,0,2,6,3,3,1,3,2,0,0,1,0,3,3,5,2,1,1,2,4,10452,7,1953,1953,500,594,1094,1094,1953.0,495,0,0,155000
3,3,5,6,1,3,1,3,3,4,0,1,1,4,3,7,1,1,2,2,4,7700,12,1966,1966,0,756,756,1839,1966.0,442,0,124,155000
3,3,5,4,1,3,1,3,2,4,1,1,0,4,3,7,1,5,2,1,4,9084,7,1940,1950,0,755,755,1510,1940.0,296,120,0,108000
3,3,5,7,1,2,2,2,3,0,0,2,1,2,2,7,1,1,1,2,4,8750,5,1996,1996,0,880,880,1716,1996.0,512,0,120,191000
4,3,0,6,1,3,1,3,3,0,0,1,0,3,3,7,0,5,2,1,4,10320,9,1906,1995,0,756,756,1469,1906.0,216,57,0,135000
3,0,2,8,3,2,2,2,1,0,1,2,1,2,2,7,1,1,0,3,4,10437,15,1995,1995,1696,413,2109,2113,1995.0,839,236,46,350000
4,3,5,6,1,3,1,3,3,4,0,1,1,3,3,6,0,5,2,1,3,1680,2,1971,1971,0,525,525,1092,1971.0,264,0,0,88000
3,0,2,5,1,2,1,3,3,0,1,1,1,3,2,5,0,1,1,1,4,10007,12,1959,2006,806,247,1053,1053,1959.0,312,0,0,145500
3,3,5,7,1,3,0,2,3,4,0,1,1,3,3,6,1,1,1,1,4,7200,6,1931,2000,0,776,776,1502,1931.0,270,0,0,149000
3,3,0,6,1,3,1,3,3,4,0,1,0,3,3,6,1,1,2,1,0,17503,12,1948,1950,0,912,912,1458,1948.0,330,192,0,97500
3,3,2,5,3,3,2,3,3,0,1,1,0,3,3,7,0,5,0,2,4,9937,7,1964,1999,637,849,1486,1486,1968.0,480,0,0,167000
3,3,5,7,1,3,1,2,3,4,0,2,1,3,3,7,1,1,1,2,4,12384,14,1976,1976,0,793,793,1935,1976.0,550,0,113,197900
3,1,5,8,3,2,2,2,3,0,1,2,1,4,2,8,1,1,1,3,4,46589,15,1994,2005,1361,88,1629,2448,1994.0,711,517,76,402000
3,3,2,6,3,3,1,1,3,2,1,1,0,2,3,5,2,1,1,2,4,13560,12,1968,1968,0,1392,1392,1392,1968.0,576,0,0,110000
3,3,6,4,1,3,1,2,0,4,1,2,0,3,3,6,0,5,1,2,4,10012,7,1972,1972,920,38,1138,1181,1974.0,588,0,0,137500
3,1,2,8,1,2,2,0,2,0,1,1,1,1,0,8,1,1,0,3,5,20896,21,2005,2006,1721,356,2077,2097,2005.0,1134,192,267,423000
3,0,5,8,1,2,2,2,3,0,0,2,1,3,2,7,1,1,1,2,4,11194,8,2000,2000,0,1406,1406,1936,2000.0,504,188,124,230500
3,0,5,6,0,3,1,2,3,4,0,2,1,3,3,7,1,4,2,2,0,18450,12,1965,1979,187,111,1021,2380,1965.0,596,0,265,129000
3,3,2,6,1,3,2,2,3,0,1,2,0,3,2,7,1,1,1,2,4,8125,20,1994,1998,1138,270,1408,1679,1994.0,575,224,42,193500
3,3,2,5,1,3,1,3,3,2,1,1,1,3,3,6,1,5,2,2,4,14175,19,1956,1987,988,200,1188,1437,1999.0,576,304,0,168000
3,3,2,4,1,3,0,1,3,0,0,1,0,2,1,5,1,5,2,1,4,11600,6,1922,1950,0,700,700,1180,1922.0,252,0,0,137500
3,3,5,6,1,2,2,2,3,0,1,2,1,3,2,7,0,1,0,2,4,8633,5,2005,2005,193,545,738,1476,2005.0,540,100,35,173500
2,3,5,6,2,3,0,3,3,4,1,2,0,3,3,6,0,5,2,1,4,6629,7,1925,1950,551,121,672,1369,1930.0,300,147,0,103600
3,0,2,6,1,2,1,2,3,4,1,1,1,3,3,6,1,1,1,2,4,11250,24,1977,1977,767,441,1208,1208,1977.0,546,198,42,165000
3,3,2,6,3,3,2,3,3,0,1,2,0,3,2,7,2,1,0,2,4,14442,6,1957,2004,1186,291,1477,1839,1957.0,416,0,87,257500
3,3,2,6,1,3,1,3,3,4,1,1,0,3,3,5,1,1,1,1,4,9200,12,1965,1965,892,244,1136,1136,1965.0,384,426,0,140000
3,3,5,6,1,3,1,3,3,4,0,2,1,3,3,7,1,1,2,2,4,2289,13,1978,1978,311,544,855,1441,1978.0,440,28,0,148500
4,3,5,4,1,3,0,3,3,1,1,2,0,4,3,8,0,0,2,3,4,9600,17,1900,1950,0,1095,1095,1774,1920.0,779,0,0,87000
3,3,2,5,1,2,0,3,3,0,0,1,0,2,2,5,0,5,2,1,4,9022,17,1924,2006,0,768,768,792,1924.0,240,316,0,109500
3,0,2,8,3,2,2,0,2,0,0,2,1,3,2,7,1,1,0,3,5,11844,22,2008,2008,0,2046,2046,2046,2008.0,834,322,82,372500
3,0,2,5,3,3,1,3,3,4,1,1,0,3,3,5,0,5,2,2,4,9945,19,1961,1961,827,161,988,988,1963.0,572,0,0,128500
3,3,2,6,1,3,1,2,3,4,0,2,0,2,3,5,1,1,1,1,4,8012,20,1980,1980,543,261,923,923,1980.0,264,80,0,143000
2,1,0,5,1,3,0,3,3,0,0,1,0,3,3,6,0,5,2,1,0,4500,18,1932,2000,182,611,793,1520,1968.0,281,0,0,159434
3,3,2,6,1,3,2,2,2,0,1,1,0,2,2,6,1,1,2,2,4,2887,4,1996,1997,1003,288,1291,1291,1996.0,431,307,0,173000
3,0,2,9,3,2,2,2,0,0,1,2,0,3,2,7,1,1,0,3,4,11248,5,2002,2002,1059,567,1626,1668,2002.0,702,257,45,285000
3,1,5,7,1,2,2,2,3,2,0,2,1,4,3,7,0,1,0,2,4,16770,15,1998,1998,0,1195,1195,1839,1998.0,486,0,81,221000
3,0,5,7,1,2,1,2,2,2,1,2,0,3,2,6,1,1,0,2,4,5062,22,1984,1984,828,180,1190,2090,1984.0,577,219,0,207500
1,3,5,7,1,2,2,2,3,0,0,3,0,3,2,7,0,1,0,2,5,10207,21,2007,2007,0,874,874,1761,2007.0,578,144,105,227875
1,1,5,7,1,2,2,2,3,0,0,2,1,2,2,4,0,5,2,2,4,5105,21,2004,2004,239,312,551,1102,2004.0,480,0,60,148800
3,3,2,8,1,2,2,2,0,0,1,2,0,2,2,7,1,1,1,2,5,8089,22,2007,2007,945,474,1419,1419,2007.0,567,140,0,392000
3,0,2,6,1,2,2,2,0,0,0,2,0,2,2,6,1,1,1,2,4,7577,16,2005,2006,20,1342,1362,1362,2005.0,460,192,28,194700
4,3,2,6,1,2,2,2,1,0,1,1,0,1,2,3,1,1,1,2,4,4426,5,2004,2004,697,151,848,848,2004.0,420,149,0,141000
3,0,5,10,1,0,2,0,1,0,0,3,1,4,0,10,2,1,0,3,4,21535,15,1994,1995,1455,989,2444,4316,1994.0,832,382,50,755000
3,0,5,7,3,2,2,2,1,0,1,2,1,4,2,9,2,1,1,2,4,26178,23,1989,1990,965,245,1210,2519,1989.0,628,320,27,335000
3,3,2,5,1,3,0,3,3,0,0,1,0,2,3,4,0,5,2,1,0,5400,17,1921,1968,0,1073,1073,1073,1968.0,326,0,0,108480
4,3,0,5,1,3,0,3,3,4,0,1,1,3,3,5,0,5,2,2,4,6120,3,1936,1950,0,927,927,1539,1995.0,576,112,0,141500
3,0,2,6,1,3,1,2,3,2,1,2,0,2,2,5,1,1,2,2,4,13811,23,1987,1987,980,92,1112,1137,1987.0,551,125,0,176000
4,3,2,5,1,3,1,3,3,2,0,1,0,2,3,4,0,5,2,1,4,6000,3,1921,1950,616,0,616,616,1921.0,205,0,0,89000
3,0,2,5,1,3,2,0,2,1,0,1,0,2,3,6,0,5,2,1,4,6420,7,1952,1952,210,219,980,1148,1952.0,308,0,0,123500
3,3,2,5,1,3,1,3,3,0,1,1,0,3,3,5,1,5,2,1,4,8450,19,1965,2009,553,224,894,894,1973.0,336,416,144,138500
1,1,2,7,1,2,2,2,2,0,0,2,0,2,2,5,0,1,1,2,4,4282,21,2004,2004,16,1375,1391,1391,2004.0,530,156,158,196000
3,3,2,8,3,2,2,0,1,0,1,2,0,3,2,7,1,1,0,3,4,14331,23,2002,2002,1274,526,1800,1800,2002.0,765,270,78,312500
3,3,2,7,3,3,1,3,3,4,0,1,1,3,3,6,0,1,2,2,4,9600,14,1969,1969,0,1164,1164,1164,1969.0,528,0,0,140000
3,0,5,8,3,0,2,0,3,0,0,2,1,4,0,10,1,3,0,3,5,12438,22,2006,2006,0,1234,1234,2576,2006.0,666,324,100,361919
4,3,5,5,1,3,0,2,3,2,0,2,0,4,2,8,1,5,2,2,4,7630,17,1900,1996,0,360,360,1812,1999.0,672,344,0,140000
3,3,2,7,1,2,2,2,0,0,1,2,0,3,2,7,0,1,1,2,4,8400,5,2004,2005,712,761,1473,1484,2004.0,606,0,35,213000
3,1,2,7,1,3,1,2,1,4,1,2,0,2,2,5,2,1,2,2,4,115149,4,1971,2002,1219,424,1643,1824,1971.0,739,380,48,302000
3,3,2,8,3,2,2,2,3,0,1,2,0,2,2,6,1,1,0,2,4,6240,16,2006,2006,863,461,1324,1324,2006.0,550,192,38,254000
3,0,5,7,3,2,2,2,0,0,0,2,1,3,2,8,1,1,0,2,5,9018,8,2007,2007,0,728,728,1456,2007.0,400,100,24,179540
3,0,2,5,1,3,2,3,3,4,0,1,0,3,3,6,0,1,2,1,0,7162,19,1966,1966,0,876,876,904,1966.0,408,0,0,109900
0,3,0,4,1,3,3,3,2,2,0,1,0,2,3,7,0,5,1,1,0,8712,9,1900,1950,0,859,859,1178,1964.0,384,68,0,102776
3,0,2,8,1,2,2,2,2,2,1,2,0,2,2,5,1,1,0,2,4,4671,22,1988,1989,767,461,1228,1228,1988.0,472,168,120,189000
3,3,2,4,1,3,1,3,0,4,1,1,0,3,3,6,0,5,2,2,4,9873,3,1970,1970,789,171,960,960,1970.0,576,0,288,129000
3,0,5,6,1,2,1,3,3,0,0,2,1,3,2,6,0,1,1,2,4,13517,19,1976,2005,533,192,725,1479,1976.0,475,0,44,130500
3,3,2,6,3,3,1,2,3,4,0,2,0,3,3,7,1,1,1,2,4,10140,14,1974,1974,0,1064,1064,1350,1974.0,478,0,0,165000
4,3,5,7,1,3,0,3,3,0,0,1,1,3,3,8,0,5,2,2,4,10800,17,1890,1998,0,718,718,2554,1996.0,704,0,48,159500
3,3,2,5,1,3,1,2,3,2,0,1,1,3,2,5,1,1,2,2,4,10000,14,1973,2000,1084,92,1176,1178,1973.0,439,224,0,157000
3,3,5,7,3,2,2,2,1,0,1,2,1,3,2,9,1,1,1,3,4,10542,15,1993,1994,1173,138,1311,2418,1993.0,983,250,154,341000
3,0,2,5,1,3,1,2,1,4,0,1,1,3,3,5,1,1,2,1,4,9920,5,1969,1969,523,448,971,971,1969.0,300,0,0,128500
3,0,2,8,1,2,2,2,1,4,1,2,0,2,2,5,1,1,1,2,4,6563,22,1985,1985,1148,594,1742,1742,1985.0,564,114,28,275000
4,3,2,6,1,2,2,2,0,0,1,1,0,1,2,3,0,1,1,2,4,4426,5,2004,2004,662,186,848,848,2004.0,420,160,0,143000
3,3,2,4,1,3,1,3,3,0,0,1,0,3,3,5,0,5,2,2,4,8120,12,1970,1970,191,673,864,864,1994.0,463,0,0,124500
3,3,0,4,1,3,2,3,3,0,0,2,0,4,3,7,0,5,2,1,4,8172,7,1954,1972,0,941,941,1470,1958.0,548,0,0,135000
3,0,2,9,3,0,2,0,3,0,1,2,0,3,0,8,1,1,0,3,4,13286,7,2007,2008,1234,464,1698,1698,2007.0,768,327,64,320000
3,3,2,4,1,3,1,3,3,4,0,1,0,3,2,5,0,5,2,2,4,6960,12,1970,1970,375,250,864,864,1989.0,660,96,0,120500
3,0,2,6,3,2,1,2,3,0,1,2,0,3,2,5,1,1,0,2,4,21695,6,1988,2007,808,72,880,1680,1988.0,540,292,44,222000
3,3,2,7,1,2,2,2,0,0,1,2,0,2,2,6,0,1,1,2,4,7314,5,2007,2007,724,508,1232,1232,2007.0,632,132,0,194500
3,3,2,5,1,3,1,3,3,4,1,2,0,4,3,9,0,5,2,3,0,11475,12,1958,1958,0,1584,1584,1776,1968.0,888,0,25,110000
4,3,0,4,1,3,1,3,3,4,0,1,0,2,3,5,0,5,2,2,4,6240,9,1925,1950,152,628,780,1208,1962.0,539,0,23,103000
3,0,2,8,1,2,2,2,3,0,1,2,0,2,2,5,1,1,1,2,4,5389,22,1995,1996,1180,415,1595,1616,1995.0,608,237,152,236500
3,0,7,7,1,2,2,0,0,0,1,2,0,3,2,6,1,1,0,2,4,9590,23,2003,2003,786,82,868,1146,2003.0,438,160,22,187500
3,0,5,7,1,2,2,2,0,0,0,2,1,3,2,8,1,1,0,2,4,11404,5,1998,1999,252,901,1153,2031,1998.0,541,192,84,222500
3,3,2,5,3,3,1,3,3,0,1,1,0,3,3,6,1,1,1,1,4,10000,19,1961,1983,594,270,864,1144,1961.0,264,165,0,131400
3,0,2,5,1,3,2,3,3,4,0,1,0,3,3,6,0,1,2,1,3,8978,19,1968,1968,0,948,948,948,1968.0,300,147,0,108000
4,3,4,7,1,3,0,2,2,1,0,1,1,2,3,6,2,5,2,2,4,10800,17,1914,1970,390,490,880,1768,1914.0,320,0,341,163000
3,0,5,8,1,2,2,2,3,0,0,2,1,3,2,8,1,1,0,3,4,10463,8,2005,2005,0,893,893,1801,2005.0,800,0,116,239900
3,0,5,7,1,2,2,2,3,0,0,2,1,3,2,7,0,1,1,2,4,9313,5,2004,2004,0,864,864,1728,2004.0,572,187,56,190000
4,3,5,5,1,3,0,1,3,0,0,2,0,2,3,7,0,5,2,2,0,9600,17,1910,2002,0,264,264,1432,1910.0,360,270,0,132000
3,0,2,6,3,3,1,3,2,2,1,1,0,3,2,5,0,5,2,1,4,6768,19,1961,1996,832,80,912,912,1962.0,288,168,0,142000
3,3,2,7,1,3,2,2,3,0,0,2,0,3,3,6,0,1,2,2,4,8450,20,2000,2001,0,1349,1349,1349,2000.0,539,120,55,179000
3,0,7,5,1,3,1,2,0,0,0,2,0,3,3,6,1,1,1,2,4,12886,19,1963,1999,444,76,520,1464,1997.0,480,302,0,175000
3,0,2,8,1,2,2,2,3,2,1,2,0,2,2,5,1,1,1,2,4,5395,22,1993,1993,733,604,1337,1337,1993.0,462,96,0,180000
3,0,5,8,3,0,1,3,3,0,0,3,1,4,2,11,2,3,0,2,4,8963,14,1976,1996,575,487,1142,2715,1994.0,831,0,204,299800
3,0,5,7,1,2,2,2,3,0,0,2,1,4,2,8,1,3,0,2,4,8795,8,2000,2000,300,652,952,2256,2000.0,554,224,54,236000
4,0,5,7,4,2,3,3,3,4,0,1,1,4,2,8,1,5,2,4,4,11700,17,1880,2003,0,1240,1240,2640,1950.0,864,181,0,265979
3,0,2,7,3,2,2,2,3,0,1,2,0,3,2,7,1,1,0,2,4,10593,15,1996,1996,919,801,1720,1720,1996.0,527,240,56,260400
3,3,5,7,1,2,2,2,3,0,0,2,1,3,2,6,0,1,0,2,4,7750,8,2003,2003,0,660,660,1320,2003.0,400,0,48,162000
3,0,2,6,1,3,2,2,1,0,1,2,0,3,2,6,0,1,1,2,4,9236,5,1997,1997,1200,279,1479,1494,1997.0,576,168,27,217000
3,3,5,8,1,2,2,2,2,2,0,2,1,3,0,8,1,1,1,3,4,10240,16,2005,2005,0,1030,1030,2098,2005.0,878,192,52,275500
3,3,2,6,1,3,1,3,3,2,1,1,0,3,2,5,0,5,1,2,4,7930,12,1969,2005,439,115,1026,1026,1969.0,440,171,48,156000
1,3,5,6,1,3,2,2,3,2,0,2,1,3,3,6,0,5,2,2,4,3230,21,1999,1999,381,348,729,1471,1999.0,440,0,24,172500
3,0,5,8,1,2,2,2,0,0,0,2,1,3,2,7,0,1,1,2,4,10769,5,2007,2007,20,846,866,1768,2007.0,578,144,105,212000
3,0,5,6,3,3,1,3,2,4,0,2,1,3,3,6,1,1,0,2,0,11616,19,1978,1978,438,234,672,1386,1978.0,440,335,0,158900
1,3,5,7,1,3,2,2,3,2,0,2,1,3,3,6,0,5,2,2,4,2280,21,1999,1999,549,195,744,1501,1999.0,440,0,0,179400
3,0,5,8,1,2,2,2,0,0,0,2,1,4,2,9,1,1,1,3,4,12257,15,1995,1995,56,1198,1318,2531,1995.0,752,222,98,290000
3,3,2,6,3,3,1,3,3,0,0,1,0,2,3,5,0,5,2,1,4,9100,12,1959,1959,612,252,864,864,2008.0,300,0,0,127500
4,3,2,5,1,3,2,3,2,4,0,1,0,2,1,5,0,5,2,2,4,6911,3,1924,1950,405,740,1145,1301,1965.0,440,0,0,100000
1,3,5,7,1,3,2,2,2,0,0,2,1,3,2,7,0,1,2,2,4,8640,21,2009,2009,24,732,756,1547,2009.0,614,169,45,215200
3,3,5,8,1,2,2,2,2,0,1,2,1,3,2,8,1,1,1,3,4,9430,15,1999,1999,1163,89,1252,2365,1999.0,856,0,128,337000
3,0,2,8,3,2,2,2,0,0,1,1,1,2,0,6,1,1,0,2,4,9549,24,1995,1996,437,0,1494,1494,1995.0,481,0,30,270000
3,0,2,9,1,2,2,2,3,0,0,2,0,2,0,6,1,1,0,2,5,14587,21,2008,2008,0,1498,1498,1506,2008.0,592,0,174,264132
3,3,5,7,1,3,1,2,3,4,0,2,1,3,3,7,1,1,2,2,4,10421,14,1988,1988,394,586,980,1714,1988.0,496,228,66,196500
3,0,0,6,1,3,1,2,2,0,1,2,0,4,3,7,0,1,2,1,4,12508,11,1940,1985,660,323,983,1750,1989.0,423,245,0,160000
3,3,2,7,3,2,2,2,3,0,0,2,0,3,2,8,1,1,0,2,4,9100,5,2004,2005,24,1836,1860,1836,2004.0,484,120,33,216837
3,1,5,8,3,0,2,2,1,0,1,3,1,4,0,12,1,3,0,3,4,53504,22,2003,2003,1416,234,1650,3279,2003.0,841,503,36,538000
3,0,6,5,3,3,1,2,0,4,1,1,0,2,3,5,0,5,2,2,4,7252,19,1982,1982,685,173,858,858,1983.0,576,120,0,134900
3,3,2,4,1,3,1,1,3,4,0,1,0,2,3,6,0,5,2,2,4,8877,7,1951,1951,836,0,836,1220,1951.0,396,0,0,102000
3,3,7,6,1,3,1,3,0,4,1,1,0,3,3,6,1,5,2,2,0,7819,7,1976,1976,422,480,1029,1117,1976.0,672,144,0,107000
3,3,2,5,1,3,1,3,3,0,0,1,0,2,3,5,0,1,1,1,4,10150,12,1958,1958,456,456,912,912,1958.0,275,0,0,114500
3,3,2,8,3,2,2,2,0,2,0,2,0,3,2,9,1,1,0,3,5,14226,16,2006,2006,0,1935,1935,1973,2006.0,895,315,45,395000
4,3,2,6,3,3,2,0,3,0,1,2,0,2,3,5,0,1,0,2,4,4500,11,1998,1998,866,338,1204,1204,1998.0,412,0,247,162000
